,aircraft.damage,make,model,number.of.engines,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,total.passengers
528,Substantial,cessna,C172,1,0,0,0,2,2
529,Substantial,cessna,C150,1,0,0,0,1,1
530,Substantial,cessna,C152,1,0,0,0,1,1
531,Substantial,cessna,C172,1,0,0,0,4,4
532,Substantial,cessna,C180,1,0,0,0,1,1
533,Destroyed,cessna,C150,1,1,0,0,0,1
534,Minor,cessna,C182,1,0,0,0,3,3
535,Substantial,cessna,C172,1,0,0,2,0,2
536,Substantial,cessna,C150,1,0,0,1,1,2
537,Substantial,cessna,C210,1,0,0,2,0,2
538,Substantial,cessna,C172,1,0,0,0,2,2
539,Substantial,cessna,C172,1,0,0,0,3,3
540,Destroyed,cessna,C182,1,0,0,0,1,1
541,Destroyed,cessna,C150,1,0,0,0,2,2
542,Substantial,cessna,C182,1,0,0,0,1,1
543,Substantial,cessna,C172,1,0,0,1,2,3
544,Substantial,cessna,C150,1,0,0,2,0,2
545,Destroyed,cessna,C180,1,0,0,3,0,3
546,Substantial,cessna,C172,1,0,0,0,1,1
547,Substantial,cessna,C152,1,0,0,0,1,1
548,Substantial,cessna,C150,1,0,2,0,0,2
549,Substantial,cessna,C210,1,0,0,0,1,1
550,Destroyed,cessna,C152,1,0,0,1,0,1
551,Substantial,cessna,C152,1,0,0,0,2,2
552,Substantial,cessna,C210,1,0,0,1,3,4
553,Substantial,cessna,C172,1,0,0,0,3,3
554,Destroyed,cessna,C172,1,2,0,0,0,2
555,Destroyed,cessna,C150,1,0,0,1,0,1
556,Destroyed,cessna,C152,1,1,0,0,0,1
557,Destroyed,cessna,C172,1,0,0,2,1,3
558,Destroyed,cessna,C172,1,0,3,0,1,4
559,Substantial,cessna,C172,1,0,0,0,4,4
560,Substantial,cessna,C150,1,0,0,0,1,1
561,Substantial,cessna,C152,1,0,0,0,1,1
562,Substantial,cessna,C152,1,0,0,0,2,2
563,Substantial,cessna,C152,1,0,0,0,3,3
564,Substantial,cessna,C172,1,0,0,0,1,1
565,Substantial,cessna,C172,1,0,0,0,2,2
566,Substantial,cessna,C180,1,2,1,2,0,5
567,Substantial,cessna,C172,1,0,0,0,2,2
568,Destroyed,cessna,C150,1,0,0,0,1,1
569,Substantial,cessna,C172,1,0,0,0,1,1
570,Substantial,cessna,C152,1,0,0,0,1,1
571,Destroyed,cessna,C172,1,2,0,1,0,3
572,Substantial,cessna,C152,1,2,0,1,0,3
573,Substantial,cessna,C172,1,0,0,0,1,1
574,Substantial,cessna,C172,1,0,0,0,1,1
575,Destroyed,cessna,C150,1,0,1,1,0,2
576,Substantial,cessna,C172,1,0,0,1,1,2
577,Substantial,cessna,C152,1,0,0,0,1,1
578,Substantial,cessna,C180,1,0,0,1,1,2
579,Substantial,cessna,C152,1,0,0,0,2,2
580,Substantial,cessna,C150,1,0,0,0,1,1
581,Destroyed,cessna,C172,1,0,0,0,1,1
582,Substantial,cessna,C182,1,0,0,0,4,4
583,Substantial,cessna,C152,1,0,0,0,1,1
584,Substantial,cessna,C172,1,0,0,0,1,1
585,Substantial,cessna,C150,1,0,0,0,2,2
586,Substantial,cessna,C152,1,0,0,0,1,1
587,Substantial,cessna,C210,1,0,0,2,0,2
588,Substantial,cessna,C210,1,0,0,0,1,1
589,Substantial,cessna,C172,1,0,0,0,1,1
590,Destroyed,cessna,C172,1,2,0,0,0,2
591,Substantial,cessna,C152,1,0,0,0,2,2
592,Substantial,cessna,C172,1,0,0,0,4,4
593,Substantial,cessna,C210,1,0,0,0,4,4
594,Substantial,cessna,C210,1,0,0,0,2,2
595,Destroyed,cessna,C150,1,0,0,0,1,1
596,Substantial,cessna,C150,1,0,0,0,2,2
597,Substantial,cessna,C150,1,0,0,0,2,2
598,Destroyed,cessna,C152,1,0,1,0,0,1
599,Substantial,cessna,C172,1,0,0,3,1,4
600,Substantial,cessna,C180,1,0,0,0,3,3
601,Substantial,cessna,C152,1,0,0,0,1,1
602,Substantial,cessna,C182,1,0,0,0,2,2
603,Substantial,cessna,C150,1,0,0,0,1,1
604,Substantial,cessna,C150,1,1,0,1,0,2
605,Destroyed,cessna,C182,1,2,0,0,0,2
606,Destroyed,cessna,C172,1,0,0,0,3,3
607,Substantial,cessna,C172,1,0,0,0,2,2
608,Substantial,cessna,C152,1,0,0,0,1,1
609,Destroyed,cessna,C150,1,0,1,0,0,1
610,Destroyed,cessna,C172,1,0,2,0,0,2
611,Substantial,cessna,C150,1,0,1,0,1,2
612,Destroyed,cessna,C172,1,0,0,1,1,2
613,Substantial,cessna,C152,1,0,0,0,1,1
614,Substantial,cessna,C172,1,0,0,0,1,1
615,Substantial,cessna,C172,1,0,0,1,0,1
616,Destroyed,cessna,C172,1,2,0,1,0,3
617,Destroyed,cessna,C182,1,0,2,2,0,4
618,Substantial,cessna,C150,1,2,0,1,0,3
619,Substantial,cessna,C150,1,0,0,0,2,2
620,Substantial,cessna,C172,1,0,0,0,2,2
621,Destroyed,cessna,C150,1,0,0,2,0,2
622,Destroyed,cessna,C152,1,0,0,0,2,2
623,Substantial,cessna,C172,1,0,0,0,2,2
624,Substantial,cessna,C180,1,0,0,0,2,2
625,Substantial,cessna,C172,1,0,0,4,0,4
626,Substantial,cessna,C172,1,0,0,0,1,1
627,Substantial,cessna,C172,1,0,0,0,2,2
628,Substantial,cessna,C210,1,0,0,0,2,2
629,Substantial,cessna,C182,1,0,0,0,4,4
630,Substantial,cessna,C172,1,0,0,4,0,4
631,Substantial,cessna,C182,1,0,0,0,4,4
632,Substantial,cessna,C172,1,0,3,0,0,3
633,Destroyed,cessna,C172,1,2,1,0,0,3
634,Substantial,cessna,C172,1,0,0,2,0,2
635,Substantial,cessna,C172,1,0,0,0,3,3
636,Substantial,cessna,C182,1,0,0,2,0,2
637,Substantial,cessna,C180,1,0,0,0,1,1
638,Substantial,cessna,C172,1,0,0,0,3,3
639,Substantial,cessna,C150,1,0,0,0,2,2
640,Destroyed,cessna,C180,1,3,0,0,0,3
641,Substantial,cessna,C150,1,0,0,0,1,1
642,Substantial,cessna,C150,1,0,0,1,0,1
643,Substantial,cessna,C150,1,0,0,0,2,2
644,Destroyed,cessna,C210,1,0,0,1,1,2
645,Substantial,cessna,C172,1,0,0,0,1,1
646,Substantial,cessna,C150,1,0,0,1,0,1
647,Substantial,cessna,C172,1,0,0,1,1,2
648,Substantial,cessna,C172,1,0,0,0,3,3
649,Substantial,cessna,C152,1,0,0,0,1,1
650,Substantial,cessna,C172,1,0,0,0,2,2
651,Destroyed,cessna,C172,1,0,0,0,2,2
652,Substantial,cessna,C150,1,0,0,0,1,1
653,Substantial,cessna,C172,1,0,0,0,1,1
654,Substantial,cessna,C172,1,0,0,1,0,1
655,Substantial,cessna,C210,1,0,0,0,1,1
656,Substantial,cessna,C150,1,0,0,0,2,2
657,Substantial,cessna,C150,1,0,0,0,2,2
658,Substantial,cessna,C172,1,0,0,0,4,4
659,Destroyed,cessna,C180,1,0,0,0,2,2
660,Destroyed,cessna,C172,1,1,0,0,0,1
661,Substantial,cessna,C182,1,0,0,0,1,1
662,Destroyed,cessna,C172,1,2,0,0,0,2
663,Substantial,cessna,C172,1,0,0,0,1,1
664,Substantial,cessna,C172,1,0,0,1,0,1
665,Destroyed,cessna,C152,1,1,0,0,0,1
666,Substantial,cessna,C150,1,0,1,0,0,1
667,Destroyed,cessna,C210,1,2,0,0,1,3
668,Destroyed,cessna,C172,1,0,0,1,0,1
669,Substantial,cessna,C182,1,0,0,0,1,1
670,Substantial,cessna,C150,1,0,0,0,1,1
671,Destroyed,cessna,C152,1,0,0,0,1,1
672,Destroyed,cessna,C182,1,4,0,0,0,4
673,Substantial,cessna,C182,1,0,1,1,1,3
674,Substantial,cessna,C172,1,0,0,0,1,1
675,Substantial,cessna,C150,1,0,0,0,2,2
676,Substantial,cessna,C172,1,0,0,2,1,3
677,Substantial,cessna,C172,1,0,0,0,4,4
678,Substantial,cessna,C150,1,0,0,0,1,1
679,Destroyed,cessna,C152,1,0,1,0,0,1
680,Destroyed,cessna,C182,1,2,2,0,0,4
681,Substantial,cessna,C152,1,0,0,0,2,2
682,Minor,cessna,C152,1,0,0,0,3,3
683,Minor,cessna,C152,1,0,0,0,3,3
684,Substantial,cessna,C150,1,0,0,0,2,2
685,Substantial,cessna,C172,1,0,0,0,3,3
686,Substantial,cessna,C152,1,0,0,0,1,1
687,Substantial,cessna,C182,1,0,0,2,0,2
688,Substantial,cessna,C150,1,0,0,0,1,1
689,Destroyed,cessna,C172,1,4,0,0,0,4
690,Destroyed,cessna,C172,1,0,2,0,0,2
691,Substantial,cessna,C210,1,0,1,1,0,2
692,Substantial,cessna,C152,1,0,0,0,1,1
693,Substantial,cessna,C172,1,0,0,0,2,2
694,Substantial,cessna,C180,1,0,1,1,1,3
695,Substantial,cessna,C150,1,0,0,0,1,1
696,Substantial,cessna,C172,1,0,0,3,0,3
697,Destroyed,cessna,C182,1,0,0,0,1,1
698,Substantial,cessna,C210,1,0,0,0,1,1
699,Substantial,cessna,C150,1,0,0,1,0,1
700,Substantial,cessna,C180,1,0,1,0,0,1
701,Substantial,cessna,C152,1,0,0,0,2,2
702,Substantial,cessna,C152,1,0,0,0,1,1
703,Substantial,cessna,C182,1,0,0,0,1,1
704,Substantial,cessna,C150,1,0,0,0,1,1
705,Substantial,cessna,C172,1,0,0,0,4,4
706,Substantial,cessna,C172,1,0,1,1,0,2
707,Substantial,cessna,C182,1,0,0,1,3,4
708,Substantial,cessna,C152,1,0,0,1,2,3
709,Substantial,cessna,C150,1,0,0,0,1,1
710,Substantial,cessna,C210,1,0,3,0,0,3
711,Substantial,cessna,C172,1,0,0,0,1,1
712,Destroyed,cessna,C182,1,0,0,0,2,2
713,Destroyed,cessna,C172,1,2,0,1,0,3
714,Substantial,cessna,C172,1,1,1,0,0,2
715,Destroyed,cessna,C152,1,0,0,1,0,1
716,Substantial,cessna,C172,1,0,0,0,2,2
717,Substantial,cessna,C172,1,0,0,0,1,1
718,Substantial,cessna,C172,1,0,0,1,1,2
719,Destroyed,cessna,C150,1,2,0,0,0,2
720,Substantial,cessna,C172,1,0,0,0,3,3
721,Substantial,cessna,C182,1,0,0,0,1,1
722,Substantial,cessna,C172,1,0,0,0,4,4
723,Substantial,cessna,C152,1,0,0,0,2,2
724,Substantial,cessna,C172,1,0,0,0,2,2
725,Destroyed,cessna,C152,1,0,0,0,1,1
726,Substantial,cessna,C152,1,0,0,0,1,1
727,Substantial,cessna,C172,1,0,0,0,1,1
728,Substantial,cessna,C172,1,0,0,0,3,3
729,Destroyed,cessna,C182,1,1,0,0,0,1
730,Destroyed,cessna,C172,1,1,2,0,0,3
731,Substantial,cessna,C210,1,0,0,0,1,1
732,Substantial,cessna,C172,1,0,0,0,1,1
733,Substantial,cessna,C172,1,0,0,0,2,2
734,Substantial,cessna,C182,1,0,0,0,1,1
735,Destroyed,cessna,C182,1,1,2,0,0,3
736,Substantial,cessna,C210,1,0,0,0,2,2
737,Destroyed,cessna,C182,1,0,0,1,0,1
738,Substantial,cessna,C182,1,0,0,0,1,1
739,Destroyed,cessna,C172,1,2,1,1,0,4
740,Substantial,cessna,C172,1,0,0,0,3,3
741,Destroyed,cessna,C150,1,2,0,0,0,2
742,Substantial,cessna,C172,1,0,0,1,0,1
743,Substantial,cessna,C172,1,0,0,3,1,4
744,Minor,cessna,C172,1,0,0,0,4,4
745,Destroyed,cessna,C172,1,0,0,1,0,1
746,Destroyed,cessna,C172,1,1,0,1,1,3
747,Substantial,cessna,C152,1,0,0,0,1,1
748,Substantial,cessna,C150,1,0,0,0,1,1
749,Destroyed,cessna,C172,1,3,0,0,0,3
750,Destroyed,cessna,C172,1,2,1,0,0,3
751,Destroyed,cessna,C210,1,4,0,0,0,4
752,Substantial,cessna,C150,1,0,0,0,1,1
753,Substantial,cessna,C172,1,0,0,0,2,2
754,Substantial,cessna,C210,1,0,0,0,3,3
755,Destroyed,cessna,C150,1,0,0,0,2,2
756,Destroyed,cessna,C172,1,6,0,0,0,6
757,Substantial,cessna,C152,1,0,0,0,2,2
758,Substantial,cessna,C182,1,0,0,0,1,1
759,Substantial,cessna,C210,1,0,0,0,2,2
760,Substantial,cessna,C172,1,0,0,0,2,2
761,Substantial,cessna,C152,1,0,0,0,2,2
762,Substantial,cessna,C172,1,0,0,0,2,2
763,Substantial,cessna,C152,1,0,0,0,1,1
764,Substantial,cessna,C210,1,0,0,0,2,2
765,Substantial,cessna,C172,1,0,0,0,2,2
766,Substantial,cessna,C152,1,0,0,2,0,2
767,Substantial,cessna,C172,1,0,0,0,2,2
768,Substantial,cessna,C172,1,0,0,0,4,4
769,Destroyed,cessna,C182,1,1,0,0,0,1
770,Substantial,cessna,C172,1,0,4,0,0,4
771,Substantial,cessna,C210,1,0,0,1,1,2
772,Substantial,cessna,C152,1,0,0,0,1,1
773,Substantial,cessna,C172,1,0,0,1,3,4
774,Destroyed,cessna,C150,1,0,1,0,0,1
775,Substantial,cessna,C172,1,0,0,0,1,1
776,Destroyed,cessna,C210,1,2,0,0,0,2
777,Substantial,cessna,C152,1,0,0,0,1,1
778,Substantial,cessna,C150,1,0,0,0,1,1
779,Substantial,cessna,C182,1,0,0,0,1,1
780,Substantial,cessna,C172,1,0,0,1,3,4
781,Substantial,cessna,C150,1,0,0,0,1,1
782,Substantial,cessna,C172,1,0,0,1,2,3
783,Destroyed,cessna,C182,1,1,0,0,0,1
784,Destroyed,cessna,C172,1,1,2,0,0,3
785,Destroyed,cessna,C182,1,3,0,0,0,3
786,Substantial,cessna,C182,1,0,0,0,3,3
787,Substantial,cessna,C172,1,0,2,0,0,2
788,Substantial,cessna,C152,1,0,0,0,1,1
789,Substantial,cessna,C150,1,0,0,0,1,1
790,Substantial,cessna,C150,1,0,0,1,0,1
791,Substantial,cessna,C180,1,0,0,0,2,2
792,Substantial,cessna,C150,1,0,1,1,0,2
793,Destroyed,cessna,C210,1,3,0,0,0,3
794,Substantial,cessna,C172,1,0,0,0,1,1
795,Substantial,cessna,C152,1,0,0,0,2,2
796,Destroyed,cessna,C172,1,3,0,0,0,3
797,Destroyed,cessna,C150,1,2,0,0,0,2
798,Destroyed,cessna,C182,1,5,0,0,0,5
799,Substantial,cessna,C150,1,0,0,0,1,1
800,Substantial,cessna,C172,1,0,1,0,0,1
801,Substantial,cessna,C210,1,0,0,0,4,4
802,Substantial,cessna,C152,1,0,0,0,1,1
803,Destroyed,cessna,C172,1,1,0,0,0,1
804,Substantial,cessna,C152,1,0,0,0,2,2
805,Substantial,cessna,C152,1,0,0,0,1,1
806,Destroyed,cessna,C172,1,3,0,0,0,3
807,Destroyed,cessna,C172,1,3,0,0,0,3
808,Destroyed,cessna,C152,1,2,0,0,0,2
809,Destroyed,cessna,C210,1,2,0,0,0,2
810,Substantial,cessna,C172,1,0,0,2,0,2
811,Substantial,cessna,C172,1,0,0,0,1,1
812,Substantial,cessna,C150,1,0,0,1,0,1
813,Destroyed,cessna,C150,1,0,0,0,1,1
814,Destroyed,cessna,C210,1,2,1,0,0,3
815,Substantial,cessna,C150,1,1,0,0,0,1
816,Destroyed,cessna,C182,1,0,3,0,0,3
817,Substantial,cessna,C182,1,0,0,0,4,4
818,Substantial,cessna,C150,1,0,0,0,1,1
819,Destroyed,cessna,C152,1,0,0,0,1,1
820,Destroyed,cessna,C172,1,0,3,0,0,3
821,Destroyed,cessna,C150,1,0,0,0,2,2
822,Substantial,cessna,C210,1,0,0,0,1,1
823,Substantial,cessna,C172,1,0,0,0,2,2
824,Substantial,cessna,C172,1,0,0,1,1,2
825,Substantial,cessna,C210,1,0,0,0,3,3
826,Substantial,cessna,C182,1,0,0,0,2,2
827,Destroyed,cessna,C172,1,0,1,0,0,1
828,Destroyed,cessna,C150,1,0,0,2,0,2
829,Substantial,cessna,C182,1,0,0,0,2,2
830,Substantial,cessna,C172,1,0,0,0,3,3
831,Substantial,cessna,C172,1,0,0,0,1,1
832,Substantial,cessna,C172,1,0,0,0,2,2
833,Substantial,cessna,C182,1,0,0,0,2,2
834,Destroyed,cessna,C210,1,2,0,0,0,2
835,Substantial,cessna,C210,1,0,0,1,0,1
836,Substantial,cessna,C182,1,0,0,0,4,4
837,Substantial,cessna,C182,1,1,0,0,0,1
838,Destroyed,cessna,C182,1,2,0,0,0,2
839,Substantial,cessna,C210,1,0,0,2,0,2
840,Destroyed,cessna,C150,1,0,1,0,0,1
841,Destroyed,cessna,C172,1,1,0,0,0,1
842,Substantial,cessna,C150,1,0,0,0,2,2
843,Substantial,cessna,C182,1,0,0,0,2,2
844,Substantial,cessna,C152,1,0,0,0,2,2
845,Destroyed,cessna,C182,1,1,0,0,0,1
846,Substantial,cessna,C152,1,0,0,0,1,1
847,Substantial,cessna,C182,1,0,0,0,3,3
848,Substantial,cessna,C150,1,0,0,0,2,2
849,Substantial,cessna,C172,1,0,0,1,2,3
850,Substantial,cessna,C172,1,1,3,0,0,4
851,Substantial,cessna,C210,1,0,0,0,4,4
852,Destroyed,cessna,C210,1,1,0,0,0,1
853,Destroyed,cessna,C210,1,1,0,0,0,1
854,Substantial,cessna,C152,1,0,0,0,1,1
855,Substantial,cessna,C152,1,0,0,1,0,1
856,Substantial,cessna,C150,1,0,0,0,1,1
857,Substantial,cessna,C152,1,0,0,0,2,2
858,Substantial,cessna,C182,1,0,0,0,4,4
859,Substantial,cessna,C182,1,0,0,0,3,3
860,Destroyed,cessna,C172,1,0,0,2,1,3
861,Destroyed,cessna,C210,1,0,0,0,5,5
862,Substantial,cessna,C152,1,0,0,1,1,2
863,Substantial,cessna,C172,1,0,0,1,3,4
864,Substantial,cessna,C152,1,0,0,0,1,1
865,Substantial,cessna,C182,1,0,0,1,3,4
866,Substantial,cessna,C182,1,0,0,0,2,2
867,Substantial,cessna,C182,1,0,0,0,1,1
868,Substantial,cessna,C180,1,0,0,0,4,4
869,Substantial,cessna,C172,1,0,0,0,3,3
870,Substantial,cessna,C172,1,1,1,2,0,4
871,Substantial,cessna,C152,1,0,0,0,1,1
872,Substantial,cessna,C210,1,0,1,0,0,1
873,Destroyed,cessna,C210,1,1,0,0,0,1
874,Destroyed,cessna,C172,1,3,0,0,0,3
875,Substantial,cessna,C172,1,0,0,0,1,1
876,Destroyed,cessna,C152,1,2,0,0,0,2
877,Destroyed,cessna,C172,1,0,0,0,1,1
878,Substantial,cessna,C152,1,0,0,0,1,1
879,Substantial,cessna,C210,1,0,0,0,5,5
880,Destroyed,cessna,C150,1,2,0,0,0,2
881,Destroyed,cessna,C150,1,2,0,0,0,2
882,Substantial,cessna,C150,1,0,0,0,2,2
883,Substantial,cessna,C172,1,0,0,0,2,2
884,Substantial,cessna,C172,1,0,1,1,0,2
885,Substantial,cessna,C150,1,0,0,0,2,2
886,Substantial,cessna,C172,1,0,1,0,2,3
887,Substantial,cessna,C182,1,0,0,0,2,2
888,Substantial,cessna,C150,1,0,0,0,3,3
889,Substantial,cessna,C150,1,0,0,1,0,1
890,Substantial,cessna,C180,1,0,0,0,2,2
891,Substantial,cessna,C182,1,0,0,0,1,1
892,Substantial,cessna,C182,1,0,0,0,1,1
893,Substantial,cessna,C172,1,0,0,0,1,1
894,Substantial,cessna,C150,1,0,0,0,2,2
895,Destroyed,cessna,C210,1,1,0,0,0,1
896,Substantial,cessna,C152,1,0,0,0,1,1
897,Destroyed,cessna,C152,1,2,0,0,0,2
898,Destroyed,cessna,C172,1,0,0,0,1,1
899,Substantial,cessna,C152,1,0,0,0,1,1
900,Substantial,cessna,C172,1,0,0,0,2,2
901,Destroyed,cessna,C210,1,4,0,0,0,4
902,Destroyed,cessna,C150,1,0,0,1,1,2
903,Substantial,cessna,C152,1,0,0,0,1,1
904,Substantial,cessna,C210,1,0,2,1,0,3
905,Substantial,cessna,C172,1,0,0,0,1,1
906,Destroyed,cessna,C152,1,0,0,1,0,1
907,Substantial,cessna,C172,1,0,0,2,2,4
908,Substantial,cessna,C150,1,0,0,0,2,2
909,Substantial,cessna,C172,1,0,0,0,1,1
910,Substantial,cessna,C172,1,0,0,0,1,1
911,Substantial,cessna,C152,1,0,0,0,1,1
912,Substantial,cessna,C172,1,0,0,0,4,4
913,Substantial,cessna,C152,1,0,0,0,1,1
914,Substantial,cessna,C172,1,0,0,2,0,2
915,Substantial,cessna,C182,1,0,0,0,1,1
916,Destroyed,cessna,C182,1,1,2,1,0,4
917,Substantial,cessna,C182,1,0,0,1,1,2
918,Destroyed,cessna,C150,1,0,0,1,0,1
919,Destroyed,cessna,C210,1,4,0,0,0,4
920,Destroyed,cessna,C182,1,1,1,1,0,3
921,Substantial,cessna,C150,1,0,0,0,2,2
922,Substantial,cessna,C210,1,0,0,0,3,3
923,Destroyed,cessna,C182,1,2,0,0,0,2
924,Destroyed,cessna,C182,1,0,0,0,1,1
925,Destroyed,cessna,C182,1,0,0,1,2,3
926,Substantial,cessna,C152,1,0,0,0,2,2
927,Substantial,cessna,C150,1,0,2,0,0,2
928,Substantial,cessna,C152,1,0,0,0,1,1
929,Substantial,cessna,C150,1,0,0,1,0,1
930,Substantial,cessna,C152,1,0,0,0,2,2
931,Substantial,cessna,C150,1,0,0,0,1,1
932,Substantial,cessna,C152,1,0,0,0,1,1
933,Substantial,cessna,C150,1,0,0,0,1,1
934,Substantial,cessna,C150,1,0,0,0,2,2
935,Substantial,cessna,C152,1,0,0,0,1,1
936,Substantial,cessna,C182,1,0,0,0,1,1
937,Substantial,cessna,C172,1,0,0,0,1,1
938,Destroyed,cessna,C150,1,0,0,0,1,1
939,Destroyed,cessna,C210,1,0,0,2,0,2
940,Substantial,cessna,C182,1,0,0,0,1,1
941,Substantial,cessna,C172,1,0,0,0,2,2
942,Substantial,cessna,C210,1,0,0,0,2,2
943,Substantial,cessna,C210,1,0,0,0,3,3
944,Substantial,cessna,C152,1,0,0,0,1,1
945,Substantial,cessna,C172,1,0,0,0,2,2
946,Destroyed,cessna,C172,1,0,1,1,0,2
947,Destroyed,cessna,C180,1,0,0,0,3,3
948,Substantial,cessna,C152,1,0,0,0,2,2
949,Substantial,cessna,C150,1,0,0,0,1,1
950,Substantial,cessna,C152,1,0,0,0,1,1
951,Substantial,cessna,C172,1,0,0,0,2,2
952,Substantial,cessna,C182,1,0,0,0,2,2
953,Substantial,cessna,C172,1,0,0,0,2,2
954,Substantial,cessna,C150,1,0,0,0,1,1
955,Destroyed,cessna,C150,1,1,0,0,0,1
956,Destroyed,cessna,C182,1,0,2,2,0,4
957,Substantial,cessna,C152,1,0,0,0,2,2
958,Substantial,cessna,C150,1,0,1,0,1,2
959,Substantial,cessna,C172,1,0,0,0,1,1
960,Substantial,cessna,C150,1,0,0,0,2,2
961,Substantial,cessna,C152,1,0,0,0,1,1
962,Substantial,cessna,C172,1,0,4,0,0,4
963,Destroyed,cessna,C182,1,2,0,0,0,2
964,Destroyed,cessna,C180,1,1,0,0,0,1
965,Destroyed,cessna,C172,1,2,0,0,0,2
966,Substantial,cessna,C182,1,0,0,0,1,1
967,Substantial,cessna,C152,1,0,0,0,1,1
968,Substantial,cessna,C172,1,0,0,0,1,1
969,Substantial,cessna,C172,1,0,0,0,3,3
970,Substantial,cessna,C210,1,0,0,0,1,1
971,Destroyed,cessna,C150,1,0,0,0,1,1
972,Substantial,cessna,C150,1,0,0,1,0,1
973,Substantial,cessna,C172,1,2,0,0,0,2
974,Substantial,cessna,C152,1,0,0,0,2,2
975,Substantial,cessna,C182,1,0,0,0,1,1
976,Substantial,cessna,C150,1,0,0,0,2,2
977,Minor,cessna,C172,1,0,0,0,3,3
978,Substantial,cessna,C182,1,0,0,0,2,2
979,Substantial,cessna,C152,1,0,0,0,2,2
980,Substantial,cessna,C150,1,0,0,0,1,1
981,Substantial,cessna,C150,1,0,0,0,1,1
982,Destroyed,cessna,C182,1,1,0,0,0,1
983,Destroyed,cessna,C172,1,1,0,0,0,1
984,Substantial,cessna,C172,1,0,0,1,3,4
985,Destroyed,cessna,C182,1,2,0,0,0,2
986,Destroyed,cessna,C172,1,1,0,0,0,1
987,Substantial,cessna,C150,1,0,0,0,1,1
988,Substantial,cessna,C150,1,0,0,0,1,1
989,Substantial,cessna,C210,1,0,0,1,2,3
990,Substantial,cessna,C172,1,0,0,0,1,1
991,Substantial,cessna,C172,1,0,0,0,1,1
992,Substantial,cessna,C150,1,0,0,0,1,1
993,Substantial,cessna,C152,1,0,0,0,1,1
994,Substantial,cessna,C210,1,0,0,0,4,4
995,Destroyed,cessna,C150,1,0,0,2,0,2
996,Destroyed,cessna,C182,1,0,0,1,0,1
997,Destroyed,cessna,C150,1,1,0,0,0,1
998,Substantial,cessna,C182,1,0,0,0,1,1
999,Substantial,cessna,C152,1,0,0,0,2,2
1000,Substantial,cessna,C152,1,0,0,0,1,1
1001,Substantial,cessna,C172,1,0,0,0,4,4
1002,Substantial,cessna,C152,1,0,0,0,1,1
1003,Substantial,cessna,C152,1,0,0,0,1,1
1004,Substantial,cessna,C152,1,0,0,0,1,1
1005,Substantial,cessna,C150,1,0,1,1,0,2
1006,Substantial,cessna,C182,1,0,0,0,2,2
1007,Destroyed,cessna,C182,1,1,1,0,0,2
1008,Substantial,cessna,C172,1,0,0,0,2,2
1009,Substantial,cessna,C150,1,0,0,0,1,1
1010,Destroyed,cessna,C150,1,0,1,1,0,2
1011,Destroyed,cessna,C150,1,1,1,0,0,2
1012,Substantial,cessna,C172,1,0,0,0,1,1
1013,Substantial,cessna,C210,1,0,0,0,1,1
1014,Substantial,cessna,C150,1,0,0,0,1,1
1015,Destroyed,cessna,C150,1,0,0,1,1,2
1016,Substantial,cessna,C152,1,0,0,0,1,1
1017,Substantial,cessna,C182,1,0,2,0,0,2
1018,Substantial,cessna,C172,1,0,0,0,3,3
1019,Substantial,cessna,C182,1,0,2,0,0,2
1020,Destroyed,cessna,C182,1,0,0,0,2,2
1021,Destroyed,cessna,C210,1,3,0,0,0,3
1022,Substantial,cessna,C152,1,0,0,0,1,1
1023,Substantial,cessna,C150,1,0,0,0,2,2
1024,Substantial,cessna,C150,1,0,1,0,0,1
1025,Substantial,cessna,C172,1,0,0,0,3,3
1026,Substantial,cessna,C182,1,0,0,0,4,4
1027,Destroyed,cessna,C152,1,1,0,0,0,1
1028,Substantial,cessna,C152,1,0,0,0,1,1
1029,Destroyed,cessna,C182,1,1,0,0,0,1
1030,Destroyed,cessna,C150,1,2,0,0,0,2
1031,Substantial,cessna,C182,1,0,0,0,4,4
1032,Substantial,cessna,C172,1,0,0,0,1,1
1033,Substantial,cessna,C172,1,0,0,0,3,3
1034,Destroyed,cessna,C172,1,3,0,0,0,3
1035,Destroyed,cessna,C180,1,0,1,1,0,2
1036,Destroyed,cessna,C172,1,0,1,1,0,2
1037,Substantial,cessna,C182,1,0,0,0,1,1
1038,Substantial,cessna,C172,1,0,0,0,1,1
1039,Substantial,cessna,C182,1,0,0,0,2,2
1040,Substantial,cessna,C152,1,0,0,0,2,2
1041,Substantial,cessna,C172,1,0,1,0,2,3
1042,Destroyed,cessna,C182,1,1,0,0,0,1
1043,Substantial,cessna,C172,1,0,0,0,1,1
1044,Substantial,cessna,C152,1,0,0,0,1,1
1045,Substantial,cessna,C150,1,0,0,0,2,2
1046,Substantial,cessna,C150,1,0,0,0,1,1
1047,Substantial,cessna,C150,1,0,0,0,2,2
1048,Substantial,cessna,C182,1,0,1,0,0,1
1049,Substantial,cessna,C150,1,0,0,0,1,1
1050,Substantial,cessna,C210,1,0,0,0,2,2
1051,Destroyed,cessna,C182,1,2,0,0,0,2
1052,Substantial,cessna,C152,1,0,0,1,0,1
1053,Destroyed,cessna,C172,1,1,0,0,0,1
1054,Substantial,cessna,C150,1,0,0,1,1,2
1055,Substantial,cessna,C172,1,0,0,0,4,4
